head,tail,relation,note
rs7311358,"[['SLCO1B3', '(PA35844)']]",belongs to,
rs10975641,"[['citalopram', '(PA449015)'], ['escitalopram', '(PA10074)']]",increased response to,
rs10975641,"[['GLDC', '(PA28716)']]",belongs to,
"CYP2C19*1, CYP2C19*2, CYP2C19*3","[['diazepam', '(PA449283)']]",decreased metabolism of,
"CYP2C19*1, CYP2C19*2, CYP2C19*3","[['CYP2C19', '(PA124)']]",belongs to,
rs45445694,"[['fluorouracil', '(PA128406956)']]",increased response to,
rs45445694,"[['TYMS', '(PA359)']]",belongs to,
rs2231142,"[['imatinib', '(PA10804)']]",decreased metabolism of,
rs2231142,"[['ABCG2', '(PA390)']]",belongs to,
rs6275,"[['methadone', '(PA450401)']]",increased dose of,
rs6275,"[['DRD2', '(PA27478)']]",belongs to,
rs45445694,"[['fluorouracil', '(PA128406956)']]",decreased response to,
rs45445694,"[['TYMS', '(PA359)']]",belongs to,
"SLC6A4 HTTLPR long form (L allele), SLC6A4 HTTLPR short form (S allele)","[['citalopram', '(PA449015)']]",increased response to,
"SLC6A4 HTTLPR long form (L allele), SLC6A4 HTTLPR short form (S allele)","[['SLC6A4', '(PA312)']]",belongs to,
rs4570625,"[['citalopram', '(PA449015)']]",increased response to,
rs4570625,"[['TPH2', '(PA128747823)']]",belongs to,
rs622342,"[['SLC22A1', '(PA329)']]",belongs to,
rs7438284,"[['lorazepam', '(PA450267)'], ['valproic', 'acid', '(PA451846)']]",increased response to,
rs7438284,"[['UGT2B7', '(PA361)']]",belongs to,
rs7439366,"[['lorazepam', '(PA450267)'], ['valproic', 'acid', '(PA451846)']]",increased response to,
rs7439366,"[['UGT2B7', '(PA361)']]",belongs to,
"CYP2C9*1, CYP2C9*3","[['warfarin', '(PA451906)']]",decreased dose of,
"CYP2C9*1, CYP2C9*3","[['CYP2C9', '(PA126)']]",belongs to,
rs4244285,"[['CYP2C19', '(PA124)']]",belongs to,
rs2108622,"[['warfarin', '(PA451906)']]",increased dose of,
rs2108622,"[['CYP4F2', '(PA27121)']]",belongs to,
rs9597,"[['cisplatin', '(PA449014)'], ['irinotecan', '(PA450085)']]",increased response to,
rs9597,"[['UBE2I', '(PA37134)']]",belongs to,
rs699664,"[['GGCX', '(PA28660)']]",belongs to,
rs45445694,"[['fluorouracil', '(PA128406956)'], ['irinotecan', '(PA450085)'], ['leucovorin', '(PA450198)']]",increased dose of,
rs45445694,"[['TYMS', '(PA359)']]",belongs to,
rs8175347,"[['fluorouracil', '(PA128406956)'], ['irinotecan', '(PA450085)'], ['leucovorin', '(PA450198)']]",increased dose of,
rs8175347,"[['UGT1A1', '(PA420)']]",belongs to,
rs45445694,"[['fluorouracil', '(PA128406956)']]",increased response to,
rs45445694,"[['TYMS', '(PA359)']]",belongs to,
rs25487,"[['fluorouracil', '(PA128406956)']]",increased response to,
rs25487,"[['XRCC1', '(PA369)']]",belongs to,
rs45445694,"[['irinotecan', '(PA450085)']]",increased dose of,
rs45445694,"[['C18orf56', '(PA134956204)'], ['TYMS', '(PA359)']]",belongs to,
rs234709,"[['Arsenic', 'compounds', '(PA164712509)']]",increased metabolism of,
rs234709,"[['CBS', '(PA26123)']]",belongs to,
rs4920037,"[['Arsenic', 'compounds', '(PA164712509)']]",increased metabolism of,
rs4920037,"[['CBS', '(PA26123)']]",belongs to,
rs1801131,"[['fluorouracil', '(PA128406956)'], ['leucovorin', '(PA450198)'], ['oxaliplatin', '(PA131285527)']]",increased response to,
rs1801131,"[['MTHFR', '(PA245)']]",belongs to,
rs1801133,"[['fluorouracil', '(PA128406956)'], ['leucovorin', '(PA450198)'], ['oxaliplatin', '(PA131285527)']]",increased response to,
rs1801133,"[['MTHFR', '(PA245)']]",belongs to,
rs2290228,"[['CALU', '(PA26047)']]",belongs to,
rs9923231,"[['warfarin', '(PA451906)']]",decreased dose of,
rs9923231,"[['VKORC1', '(PA133787052)']]",belongs to,
rs45445694,"[['capecitabine', '(PA448771)'], ['raltitrexed', '(PA131625240)']]",decreased response to,
rs45445694,"[['TYMS', '(PA359)']]",belongs to,
rs11676382,"[['warfarin', '(PA451906)']]",decreased dose of,
rs11676382,"[['GGCX', '(PA28660)']]",belongs to,
rs12714145,"[['GGCX', '(PA28660)']]",belongs to,
rs1799732,"[['antipsychotics', '(PA452233)']]",decreased response to,
rs1799732,"[['DRD2', '(PA27478)']]",belongs to,
rs1800497,"[['ANKK1', '(PA134872551)']]",belongs to,
rs1532624,"[['hmg', 'coa', 'reductase', 'inhibitors', '(PA133950441)']]",decreased response to,
rs1532624,"[['CETP', '(PA108)']]",belongs to,
rs533556,"[['hmg', 'coa', 'reductase', 'inhibitors', '(PA133950441)']]",decreased response to,
rs533556,"[['SIK3', '(PA165543631)']]",belongs to,
rs1799971,"[['alfentanil', '(PA448084)']]",increased dose of,
rs1799971,"[['OPRM1', '(PA31945)']]",belongs to,
rs1799971,"[['alfentanil', '(PA448084)']]",increased dose of,
rs1799971,"[['OPRM1', '(PA31945)']]",belongs to,
rs35979566,"[['CYP2B6', '(PA123)']]",belongs to,
rs2279343,"[['CYP2B6', '(PA123)']]",belongs to,
rs12721655,"[['CYP2B6', '(PA123)']]",belongs to,
rs1045642,"[['ABCB1', '(PA267)']]",belongs to,
rs1128503,"[['ABCB1', '(PA267)']]",belongs to,
rs776746,"[['CYP3A5', '(PA131)']]",belongs to,
rs28399499,"[['CYP2B6', '(PA123)']]",belongs to,
rs1045642,"[['digoxin', '(PA449319)']]",decreased metabolism of,
rs1045642,"[['ABCB1', '(PA267)']]",belongs to,
rs28399499,"[['efavirenz', '(PA449441)']]",decreased metabolism of,
rs28399499,"[['CYP2B6', '(PA123)']]",belongs to,
rs4149056,"[['pravastatin', '(PA451089)']]",decreased metabolism of,
rs4149056,"[['SLCO1B1', '(PA134865839)']]",belongs to,
rs3814637,"[['warfarin', '(PA451906)']]",increased dose of,
rs3814637,"[['CYP2C19', '(PA124)']]",belongs to,
rs1045642,"[['tacrolimus', '(PA451578)']]",increased dose of,
rs1045642,"[['ABCB1', '(PA267)']]",belongs to,
rs55754655,"[['azathioprine', '(PA448515)']]",decreased response to,
rs55754655,"[['AOX1', '(PA24842)']]",belongs to,
rs3736228,"[['LRP5', '(PA30455)']]",belongs to,
rs699,"[['AGT', '(PA42)']]",belongs to,
rs4961,"[['ADD1', '(PA31)']]",belongs to,
rs1045642,"[['etoposide', '(PA449552)']]",increased metabolism of,
rs1045642,"[['ABCB1', '(PA267)']]",belongs to,
rs1045642,"[['tacrolimus', '(PA451578)']]",decreased metabolism of,
rs1045642,"[['ABCB1', '(PA267)']]",belongs to,
rs11706052,"[['mycophenolic', 'acid', '(PA164748728)']]",decreased response to,
rs11706052,"[['IMPDH2', '(PA29863)']]",belongs to,
rs1799945,"[['epoetin', 'alfa', '(PA10072)']]",decreased dose of,
rs1799945,"[['HFE', '(PA29263)']]",belongs to,
rs622342,"[['metformin', '(PA450395)']]",response to,
rs622342,"[['SLC22A1', '(PA329)']]",belongs to,
rs622342,"[['metformin', '(PA450395)']]",response to,
rs622342,"[['SLC22A1', '(PA329)']]",belongs to,
rs3753380,"[['latanoprost', '(PA164774763)']]",increased response to,
rs3753380,"[['PTGFR', '(PA290)']]",belongs to,
rs1800169,"[['iloperidone', '(PA161199368)']]",increased response to,
rs1800169,"[['CNTF', '(PA26683)'], ['ZFP91-CNTF', '(PA162409715)']]",belongs to,
rs1799971,"[['alfentanil', '(PA448084)']]",increased dose of,
rs1799971,"[['OPRM1', '(PA31945)']]",belongs to,
rs2290573,"[['imatinib', '(PA10804)']]",decreased response to,
rs2290573,"[['ULK3', '(PA134908392)']]",belongs to,
rs4796793,"[['interferons', '(PA451999)']]",increased response to,
rs4796793,"[['STAT3', '(PA337)']]",belongs to,
rs1057910,"[['losartan', '(PA450268)']]",decreased metabolism of,
rs1057910,"[['CYP2C9', '(PA126)']]",belongs to,
"CYP2A6*10, CYP2A6*1A, CYP2A6*4A","[['coumarin', '(PA134521193)']]",decreased metabolism of,
"CYP2A6*10, CYP2A6*1A, CYP2A6*4A","[['CYP2A6', '(PA121)']]",belongs to,
rs2032582,"[['paclitaxel', '(PA450761)']]",increased metabolism of,
rs2032582,"[['ABCB1', '(PA267)']]",belongs to,
rs2246709,"[['amlodipine', '(PA448388)']]",increased response to,
rs2246709,"[['CYP3A4', '(PA130)']]",belongs to,
rs2279343,"[['nicotine', '(PA450626)']]",increased metabolism of,
rs2279343,"[['CYP2B6', '(PA123)']]",belongs to,
rs8175347,"[['SN-38', '(PA165110775)']]",metabolism of,
rs8175347,"[['UGT1A1', '(PA420)']]",belongs to,
rs8175347,"[['SN-38', '(PA165110775)']]",metabolism of,
rs8175347,"[['UGT1A1', '(PA420)']]",belongs to,
rs1801028,"[['DRD2', '(PA27478)']]",belongs to,
rs1232027,"[['methotrexate', '(PA450428)']]",increased response to,
rs1801131,"[['MTHFR', '(PA245)']]",belongs to,
rs45445694,"[['C18orf56', '(PA134956204)'], ['TYMS', '(PA359)']]",belongs to,
rs1801133,"[['MTHFR', '(PA245)']]",belongs to,
rs1801133,"[['MTHFR', '(PA245)']]",belongs to,
rs1801133,"[['MTHFR', '(PA245)']]",belongs to,
rs1801131,"[['MTHFR', '(PA245)']]",belongs to,
rs1051266,"[['methotrexate', '(PA450428)']]",decreased response to,
rs1051266,"[['SLC19A1', '(PA327)']]",belongs to,
rs3758149,"[['methotrexate', '(PA450428)']]",decreased response to,
rs3758149,"[['GGH', '(PA432)']]",belongs to,
rs320,"[['fenofibrate', '(PA449594)']]",decreased response to,
rs320,"[['LPL', '(PA232)']]",belongs to,
rs2727786,"[['fenofibrate', '(PA449594)']]",decreased response to,
rs2727786,"[['APOA1', '(PA49)']]",belongs to,
rs1050152,"[['SLC22A4', '(PA332)']]",belongs to,
rs1045642,"[['ABCB1', '(PA267)']]",belongs to,
rs57098334,"[['fluoxetine', '(PA449673)'], ['paroxetine', '(PA450801)']]",increased response to,
rs57098334,"[['SLC6A4', '(PA312)']]",belongs to,
rs57098334,"[['SLC6A4', '(PA312)']]",belongs to,
rs396991,"[['infliximab', '(PA452639)']]",increased response to,
rs396991,"[['FCGR3A', '(PA28065)']]",belongs to,
rs396991,"[['cetuximab', '(PA10040)']]",increased response to,
rs396991,"[['FCGR3A', '(PA28065)']]",belongs to,
rs2372536,"[['ATIC', '(PA25094)']]",belongs to,
rs55948420,"[['CYP2C19', '(PA124)']]",belongs to,
rs881152,"[['salbutamol', '(PA448068)']]",increased response to,
rs881152,"[['DUSP1', '(PA27519)']]",belongs to,
rs881152,"[['salbutamol', '(PA448068)']]",increased response to,
rs881152,"[['DUSP1', '(PA27519)']]",belongs to,
rs881152,"[['DUSP1', '(PA27519)']]",belongs to,
rs776746,"[['tacrolimus', '(PA451578)']]",decreased clearance of,
rs776746,"[['CYP3A5', '(PA131)']]",belongs to,
rs66554220,"[['methotrexate', '(PA450428)']]",increased response to,
rs66554220,"[['HLA-G', '(PA35083)']]",belongs to,
rs66554220,"[['HLA-G', '(PA35083)']]",belongs to,
rs45445694,"[['C18orf56', '(PA134956204)'], ['TYMS', '(PA359)']]",belongs to,
rs12248560,"[['CYP2C19', '(PA124)']]",belongs to,
rs776746,"[['tacrolimus', '(PA451578)']]",increased clearance of,
rs776746,"[['CYP3A5', '(PA131)']]",belongs to,
rs776746,"[['tacrolimus', '(PA451578)']]",increased dose of,
rs776746,"[['CYP3A5', '(PA131)']]",belongs to,
rs1799732,"[['chlorpromazine', '(PA448964)']]",increased response to,
rs1799732,"[['DRD2', '(PA27478)']]",belongs to,
rs7921977,"[['CASP7', '(PA26091)']]",belongs to,
rs2740574,"[['docetaxel', '(PA449383)']]",increased clearance of,
rs2740574,"[['CYP3A4', '(PA130)']]",belongs to,
rs776746,"[['docetaxel', '(PA449383)']]",increased clearance of,
rs776746,"[['CYP3A5', '(PA131)']]",belongs to,
rs2108622,"[['CYP4F2', '(PA27121)']]",belongs to,
rs6277,"[['methadone', '(PA450401)']]",decreased response to,
rs6277,"[['DRD2', '(PA27478)']]",belongs to,
rs1800497,"[['ANKK1', '(PA134872551)']]",belongs to,
rs2070995,"[['methadone', '(PA450401)']]",increased dose of,
rs2070995,"[['KCNJ6', '(PA30049)']]",belongs to,
rs2070995,"[['opioids', '(PA452618)']]",increased dose of,
rs2070995,"[['KCNJ6', '(PA30049)']]",belongs to,
rs3842787,"[['PTGS1', '(PA24346)']]",belongs to,
rs244076,"[['methotrexate', '(PA450428)']]",decreased response to,
rs244076,"[['ADA', '(PA24503)']]",belongs to,
rs5751876,"[['methotrexate', '(PA450428)']]",decreased response to,
rs5751876,"[['ADORA2A', '(PA24584)']]",belongs to,
rs7387,"[['methotrexate', '(PA450428)']]",response to,
rs7387,"[['DHFR', '(PA143)']]",belongs to,
rs17602729,"[['folic', 'acid', '(PA449692)'], ['methotrexate', '(PA450428)']]",increased response to,
rs17602729,"[['AMPD1', '(PA24776)']]",belongs to,
rs2372536,"[['folic', 'acid', '(PA449692)'], ['methotrexate', '(PA450428)']]",increased response to,
rs2372536,"[['ATIC', '(PA25094)']]",belongs to,
rs1127354,"[['folic', 'acid', '(PA449692)'], ['methotrexate', '(PA450428)']]",increased response to,
rs1127354,"[['ITPA', '(PA29973)']]",belongs to,
rs1801133,"[['MTHFR', '(PA245)']]",belongs to,
rs1127354,"[['ITPA', '(PA29973)']]",belongs to,
rs4673993,"[['methotrexate', '(PA450428)']]",increased response to,
rs4673993,"[['ATIC', '(PA25094)']]",belongs to,
rs1045642,"[['ABCB1', '(PA267)']]",belongs to,
rs1800562,"[['epoetin', 'alfa', '(PA10072)']]",decreased dose of,
rs1800562,"[['HFE', '(PA29263)']]",belongs to,
rs1051266,"[['methotrexate', '(PA450428)']]",increased response to,
rs1051266,"[['SLC19A1', '(PA327)']]",belongs to,
rs1051266,"[['folic', 'acid', '(PA449692)'], ['hydroxychloroquine', '(PA164777036)'], ['methotrexate', '(PA450428)'], ['sulfasalazine', '(PA451547)']]",increased response to,
rs1051266,"[['SLC19A1', '(PA327)']]",belongs to,
rs1805087,"[['folic', 'acid', '(PA449692)'], ['hydroxychloroquine', '(PA164777036)'], ['methotrexate', '(PA450428)'], ['sulfasalazine', '(PA451547)']]",increased response to,
rs1805087,"[['MTR', '(PA31272)']]",belongs to,
rs45445694,"[['folic', 'acid', '(PA449692)'], ['hydroxychloroquine', '(PA164777036)'], ['methotrexate', '(PA450428)'], ['sulfasalazine', '(PA451547)']]",increased response to,
rs45445694,"[['C18orf56', '(PA134956204)'], ['TYMS', '(PA359)']]",belongs to,
rs1801133,"[['MTHFR', '(PA245)']]",belongs to,
rs1801131,"[['MTHFR', '(PA245)']]",belongs to,
rs151264360,"[['folic', 'acid', '(PA449692)'], ['hydroxychloroquine', '(PA164777036)'], ['methotrexate', '(PA450428)'], ['sulfasalazine', '(PA451547)']]",increased response to,
rs151264360,"[['TYMS', '(PA359)']]",belongs to,
rs2372536,"[['ATIC', '(PA25094)']]",belongs to,
rs1979277,"[['SHMT1', '(PA35753)']]",belongs to,
rs70991108,"[['DHFR', '(PA143)']]",belongs to,
rs45445694,"[['C18orf56', '(PA134956204)'], ['TYMS', '(PA359)']]",belongs to,
rs1800012,"[['etidronic', 'acid', '(PA449548)']]",decreased response to,
rs1800012,"[['COL1A1', '(PA35041)']]",belongs to,
"CYP2B6*1, CYP2B6*6","[['methadone', '(PA450401)']]",decreased clearance of,
"CYP2B6*1, CYP2B6*6","[['CYP2B6', '(PA123)']]",belongs to,
rs20572,"[['doxorubicin', '(PA449412)']]",decreased exposure to,
rs20572,"[['CBR1', '(PA26121)']]",belongs to,
rs20572,"[['doxorubicin', '(PA449412)']]",decreased concentrations of,
rs20572,"[['CBR1', '(PA26121)']]",belongs to,
rs1127354,"[['mercaptopurine', '(PA450379)']]",metabolism of,
rs1127354,"[['ITPA', '(PA29973)']]",belongs to,
rs28399504,"[['clopidogrel', '(PA449053)']]",decreased metabolism of,
rs28399504,"[['CYP2C19', '(PA124)']]",belongs to,
rs2239622,"[['methadone', '(PA450401)']]",decreased dose of,
rs2239622,"[['NGF', '(PA162397475)']]",belongs to,
rs28399499,"[['nevirapine', '(PA450616)']]",decreased clearance of,
rs28399499,"[['CYP2B6', '(PA123)']]",belongs to,
rs7127507,"[['methadone', '(PA450401)']]",decreased response to,
rs7127507,"[['BDNF', '(PA31891)'], ['BDNF-AS', '(PA134953249)']]",belongs to,
rs1967554,"[['methadone', '(PA450401)']]",decreased response to,
rs1967554,"[['BDNF', '(PA31891)'], ['BDNF-AS', '(PA134953249)']]",belongs to,
rs75527207,"[['ivacaftor', '(PA165950341)']]",response to,
rs75527207,"[['CFTR', '(PA109)']]",belongs to,
rs988748,"[['methadone', '(PA450401)']]",decreased response to,
rs988748,"[['BDNF', '(PA31891)']]",belongs to,
rs15524,"[['tacrolimus', '(PA451578)']]",dose of,
rs15524,"[['CYP3A5', '(PA131)']]",belongs to,
rs776746,"[['tacrolimus', '(PA451578)']]",increased dose of,
rs776746,"[['CYP3A5', '(PA131)']]",belongs to,
rs12333983,"[['tacrolimus', '(PA451578)']]",dose of,
rs12333983,"[['CYP3A4', '(PA130)']]",belongs to,
rs3832043,"[['UGT1A9', '(PA419)']]",belongs to,
rs3814055,"[['pazopanib', '(PA165291492)']]",decreased response to,
rs3814055,"[['NR1I2', '(PA378)']]",belongs to,
rs8187725,"[['catecholamines', '(PA133822447)'], ['metformin', '(PA450395)']]",decreased metabolism of,
rs8187725,"[['SLC22A3', '(PA330)']]",belongs to,
rs45445694,"[['fluorouracil', '(PA128406956)']]",increased response to,
rs45445694,"[['TYMS', '(PA359)']]",belongs to,
"CYP2C9*1, CYP2C9*58","[['warfarin', '(PA451906)']]",decreased dose of,
"CYP2C9*1, CYP2C9*58","[['CYP2C9', '(PA126)']]",belongs to,
rs61162043,"[['warfarin', '(PA451906)']]",increased dose of,
rs61162043,"[['VKORC1', '(PA133787052)']]",belongs to,
rs7089580,"[['warfarin', '(PA451906)']]",increased dose of,
rs7089580,"[['CYP2C9', '(PA126)']]",belongs to,
rs3211371,"[['CYP2B6', '(PA123)']]",belongs to,
rs776746,"[['CYP3A', '(PA27114)'], ['CYP3A5', '(PA131)']]",belongs to,
rs8175347,"[['UGT1A1', '(PA420)'], ['UGT1A10', '(PA37174)'], ['UGT1A3', '(PA37178)'], ['UGT1A4', '(PA37179)'], ['UGT1A5', '(PA37180)'], ['UGT1A6', '(PA37181)'], ['UGT1A7', '(PA37182)'], ['UGT1A8', '(PA37183)'], ['UGT1A9', '(PA419)']]",belongs to,
rs2032582,"[['ABCB1', '(PA267)']]",belongs to,
rs1128503,"[['tipifarnib', '(PA165110778)']]",decreased metabolism of,
rs1128503,"[['ABCB1', '(PA267)']]",belongs to,
rs1045642,"[['ABCB1', '(PA267)']]",belongs to,
rs2740574,"[['CYP3A', '(PA27114)'], ['CYP3A4', '(PA130)']]",belongs to,
rs12980275,"[['peginterferon', 'alfa-2a', '(PA164749390)'], ['peginterferon', 'alfa-2b', '(PA164784024)'], ['ribavirin', '(PA451241)']]",increased response to,
rs12980275,"[['IFNL3', '(PA134952671)']]",belongs to,
rs8099917,"[['peginterferon', 'alfa-2a', '(PA164749390)'], ['peginterferon', 'alfa-2b', '(PA164784024)'], ['ribavirin', '(PA451241)']]",increased response to,
rs8099917,"[['IFNL3', '(PA134952671)']]",belongs to,
rs1799971,"[['alfentanil', '(PA448084)']]",increased dose of,
rs1799971,"[['OPRM1', '(PA31945)']]",belongs to,
rs2032582,"[['ABCB1', '(PA267)']]",belongs to,
rs3745274,"[['nevirapine', '(PA450616)']]",decreased clearance of,
rs3745274,"[['CYP2B6', '(PA123)']]",belongs to,
rs3745274,"[['nevirapine', '(PA450616)']]",decreased clearance of,
rs3745274,"[['CYP2B6', '(PA123)']]",belongs to,
rs3812718,"[['phenytoin', '(PA450947)']]",increased dose of,
rs3812718,"[['SCN1A', '(PA301)']]",belongs to,
rs28371686,"[['phenytoin', '(PA450947)']]",decreased metabolism of,
rs28371686,"[['CYP2C9', '(PA126)']]",belongs to,
rs7900194,"[['phenytoin', '(PA450947)']]",decreased metabolism of,
rs7900194,"[['CYP2C9', '(PA126)']]",belongs to,
rs28371685,"[['phenytoin', '(PA450947)']]",increased metabolism of,
rs28371685,"[['CYP2C9', '(PA126)']]",belongs to,
rs9332131,"[['phenytoin', '(PA450947)']]",decreased metabolism of,
rs9332131,"[['CYP2C9', '(PA126)']]",belongs to,
rs1799853,"[['phenytoin', '(PA450947)']]",decreased metabolism of,
rs1799853,"[['CYP2C9', '(PA126)']]",belongs to,
rs1057910,"[['phenytoin', '(PA450947)']]",decreased metabolism of,
rs1057910,"[['CYP2C9', '(PA126)']]",belongs to,
rs4244285,"[['phenytoin', '(PA450947)']]",decreased metabolism of,
rs4244285,"[['CYP2C19', '(PA124)']]",belongs to,
rs1799853,"[['CYP2C9', '(PA126)']]",belongs to,
rs1057910,"[['phenytoin', '(PA450947)']]",decreased metabolism of,
rs1057910,"[['CYP2C9', '(PA126)']]",belongs to,
rs776746,"[['sirolimus', '(PA451365)']]",increased dose of,
rs776746,"[['CYP3A5', '(PA131)']]",belongs to,
rs5186,"[['AGTR1', '(PA43)']]",belongs to,
"CYP2A6*1A, CYP2A6*4A","[['nicotine', '(PA450626)']]",decreased metabolism of,
"CYP2A6*1A, CYP2A6*4A","[['CYP2A6', '(PA121)']]",belongs to,
rs2108622,"[['warfarin', '(PA451906)']]",decreased dose of,
rs2108622,"[['CYP4F2', '(PA27121)']]",belongs to,
rs1057910,"[['warfarin', '(PA451906)']]",increased dose of,
rs1057910,"[['CYP2C9', '(PA126)']]",belongs to,
rs699664,"[['warfarin', '(PA451906)']]",increased dose of,
rs699664,"[['GGCX', '(PA28660)']]",belongs to,
rs2069514,"[['theophylline', '(PA451647)']]",decreased metabolism of,
rs2069514,"[['CYP1A2', '(PA27093)']]",belongs to,
rs2069514,"[['caffeine', '(PA448710)']]",decreased metabolism of,
rs2069514,"[['CYP1A2', '(PA27093)']]",belongs to,
rs762551,"[['caffeine', '(PA448710)']]",increased metabolism of,
rs762551,"[['CYP1A2', '(PA27093)']]",belongs to,
rs3745274,"[['nevirapine', '(PA450616)']]",decreased clearance of,
rs3745274,"[['CYP2B6', '(PA123)']]",belongs to,
rs28399454,"[['CYP2A6', '(PA121)']]",belongs to,
rs3892097,"[['CYP2D6', '(PA128)']]",belongs to,
rs28399499,"[['CYP2B6', '(PA123)']]",belongs to,
rs3745274,"[['nevirapine', '(PA450616)']]",decreased clearance of,
rs3745274,"[['CYP2B6', '(PA123)']]",belongs to,
rs1057910,"[['warfarin', '(PA451906)']]",increased dose of,
rs1057910,"[['CYP2C9', '(PA126)']]",belongs to,
rs7196161,"[['warfarin', '(PA451906)']]",increased dose of,
rs7196161,"[['VKORC1', '(PA133787052)']]",belongs to,
rs2108622,"[['warfarin', '(PA451906)']]",increased dose of,
