head,tail,relation
"CYP2C19*1, CYP2C19*10, CYP2C19*13, CYP2C19*14, CYP2C19*15, CYP2C19*18, CYP2C19*19, CYP2C19*23, CYP2C19*25, CYP2C19*26","[['clopidogrel', '(PA449053)']]",decreased catalytic activity of
"CYP2C19*1, CYP2C19*10, CYP2C19*13, CYP2C19*14, CYP2C19*15, CYP2C19*18, CYP2C19*19, CYP2C19*23, CYP2C19*25, CYP2C19*26","[['CYP2C19', '(PA124)']]",belongs to
"CYP2C19*1, CYP2C19*28","[['clopidogrel', '(PA449053)']]",increased catalytic activity of
"CYP2C19*1, CYP2C19*28","[['CYP2C19', '(PA124)']]",belongs to
"CYP2C19*1, CYP2C19*11","[['CYP2C19', '(PA124)']]",belongs to
"CYP2C19*1, CYP2C19*28","[['CYP2C19', '(PA124)']]",belongs to
rs55948420,"[['CYP2C19', '(PA124)']]",belongs to
CYP2C19*12,"[['CYP2C19', '(PA124)']]",belongs to
"TPMT*1, TPMT*1A, TPMT*1S","[['mercaptopurine', '(PA450379)']]",enzyme activity of
"TPMT*1, TPMT*1A, TPMT*1S","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*3A, TPMT*3C","[['mercaptopurine', '(PA450379)']]",increased enzyme activity of
"TPMT*1, TPMT*3A, TPMT*3C","[['TPMT', '(PA356)']]",belongs to
"CYP2C19*1, CYP2C19*9","[['mephenytoin', '(PA450373)']]",decreased activity of
"CYP2C19*1, CYP2C19*9","[['CYP2C19', '(PA124)']]",belongs to
"CYP2C19*1, CYP2C19*13","[['CYP2C19', '(PA124)']]",belongs to
"CYP2C19*1, CYP2C19*10","[['mephenytoin', '(PA450373)']]",decreased activity of
"CYP2C19*1, CYP2C19*10","[['CYP2C19', '(PA124)']]",belongs to
"CYP2C19*1, CYP2C19*11","[['CYP2C19', '(PA124)']]",belongs to
"TPMT*1, TPMT*2","[['mercaptopurine', '(PA450379)']]",decreased activity of
"TPMT*1, TPMT*2","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*3A, TPMT*3C","[['mercaptopurine', '(PA450379)']]",decreased activity of
"TPMT*1, TPMT*3A, TPMT*3C","[['TPMT', '(PA356)']]",belongs to
rs45445694,"[['TYMS', '(PA359)']]",belongs to
"TPMT*1, TPMT*2","[['TPMT', '(PA356)']]",belongs to
rs10929302,"[['UGT1A1', '(PA420)']]",belongs to
rs4124874,"[['UGT1A1', '(PA420)']]",belongs to
rs1976391,"[['oxazepam', '(PA450731)']]",decreased glucuronidation of
"TPMT*1, TPMT*2, TPMT*3A, TPMT*3C","[['mercaptopurine', '(PA450379)']]",decreased activity of
"TPMT*1, TPMT*2, TPMT*3A, TPMT*3C","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*3A, TPMT*4","[['mercaptopurine', '(PA450379)']]",decreased enzyme activity of
"TPMT*1, TPMT*3A, TPMT*4","[['TPMT', '(PA356)']]",belongs to
rs1902023,"[['oxazepam', '(PA450731)']]",decreased glucuronidation of
rs1902023,"[['UGT2B15', '(PA37188)']]",belongs to
rs8175347,"[['UGT1A1', '(PA420)']]",belongs to
rs887829,"[['oxazepam', '(PA450731)']]",decreased glucuronidation of
rs887829,"[['UGT1A1', '(PA420)']]",belongs to
rs10929302,"[['oxazepam', '(PA450731)']]",decreased glucuronidation of
rs10929302,"[['UGT1A1', '(PA420)']]",belongs to
rs4124874,"[['oxazepam', '(PA450731)']]",glucuronidation of
rs4124874,"[['UGT1A1', '(PA420)']]",belongs to
"TPMT*1, TPMT*3A","[['mercaptopurine', '(PA450379)']]",decreased activity of
"TPMT*1, TPMT*3A","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*25","[['mercaptopurine', '(PA450379)']]",decreased activity of
"TPMT*1, TPMT*25","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*9","[['mercaptopurine', '(PA450379)']]",decreased activity of
"TPMT*1, TPMT*9","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*24","[['mercaptopurine', '(PA450379)']]",decreased activity of
"TPMT*1, TPMT*24","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*21","[['mercaptopurine', '(PA450379)']]",decreased activity of
"TPMT*1, TPMT*21","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*2, TPMT*3A, TPMT*3C","[['mercaptopurine', '(PA450379)']]",decreased enzyme activity of
"TPMT*1, TPMT*2, TPMT*3A, TPMT*3C","[['TPMT', '(PA356)']]",belongs to
rs7438135,"[['buprenorphine', '(PA448685)']]",increased glucuronidation of
rs7438135,"[['UGT2B7', '(PA361)']]",belongs to
rs2229109,"[['amisulpride', '(PA162565877)'], ['aripiprazole', '(PA10026)'], ['olanzapine', '(PA450688)'], ['risperidone', '(PA451257)']]",decreased transport of
rs2229109,"[['ABCB1', '(PA267)']]",belongs to
rs121908753,"[['ivacaftor', '(PA165950341)']]",activity of
rs121908753,"[['CFTR', '(PA109)']]",belongs to
rs1800111,"[['ivacaftor', '(PA165950341)']]",activity of
rs1800111,"[['CFTR', '(PA109)']]",belongs to
rs186045772,"[['ivacaftor', '(PA165950341)']]",activity of
rs186045772,"[['CFTR', '(PA109)']]",belongs to
rs9923231,"[['VKORC1', '(PA133787052)']]",belongs to
rs1057910,"[['CYP2C9', '(PA126)']]",belongs to
rs1799853,"[['CYP2C9', '(PA126)']]",belongs to
rs121909047,"[['ivacaftor', '(PA165950341)']]",activity of
rs121909047,"[['CFTR', '(PA109)']]",belongs to
"TPMT*1, TPMT*3C","[['mercaptopurine', '(PA450379)']]",increased enzyme activity of
"TPMT*1, TPMT*3C","[['TPMT', '(PA356)']]",belongs to
rs16947,"[['CYP2D6', '(PA128)']]",belongs to
rs5758550,"[['WBP2NL', '(PA145147710)']]",belongs to
"CYP2D6*1, CYP2D6*2","[['bufuralol', '(PA166110256)'], ['dextromethorphan', '(PA449273)']]",decreased clearance of
"CYP2D6*1, CYP2D6*2","[['CYP2D6', '(PA128)']]",belongs to
"CYP2D6*1, CYP2D6*53","[['n-desmethyltamoxifen', '(PA166127651)']]",increased clearance of
"CYP2D6*1, CYP2D6*53","[['CYP2D6', '(PA128)']]",belongs to
CYP2D6*7,"[['bufuralol', '(PA166110256)']]",decreased catalytic activity of
CYP2D6*7,"[['CYP2D6', '(PA128)']]",belongs to
rs104893684,"[['BCHE', '(PA25294)']]",belongs to
rs11568626,"[['SLC22A6', '(PA388)']]",belongs to
rs2868177,"[['bupropion', '(PA448687)']]",increased activity of
rs2868177,"[['POR', '(PA33532)']]",belongs to
rs118192161,"[['RYR1', '(PA34896)']]",belongs to
rs118192161,"[['RYR1', '(PA34896)']]",belongs to
rs118192161,"[['RYR1', '(PA34896)']]",belongs to
rs4803217,"[['IFNL3', '(PA134952671)']]",belongs to
rs2076828,"[['SLC22A3', '(PA330)']]",belongs to
rs1800629,"[['TNF', '(PA435)']]",belongs to
rs1800629,"[['TNF', '(PA435)']]",belongs to
"CYP2C9*1, CYP2C9*59","[['diclofenac', '(PA449293)'], ['losartan', '(PA450268)'], ['tolbutamide', '(PA451718)']]",decreased enzyme activity of
"CYP2C9*1, CYP2C9*59","[['CYP2C9', '(PA126)']]",belongs to
"DPYD*2A, DPYD*7","[['DPYD', '(PA145)']]",belongs to
DPYD*10,"[['DPYD', '(PA145)']]",belongs to
DPYD*9A,"[['DPYD', '(PA145)']]",belongs to
rs1801267,"[['DPYD', '(PA145)']]",belongs to
DPYD*8,"[['DPYD', '(PA145)']]",belongs to
rs763625282,"[['voriconazole', '(PA10233)']]",decreased clearance of
rs763625282,"[['CYP2C19', '(PA124)']]",belongs to
rs3758581,"[['voriconazole', '(PA10233)']]",decreased clearance of
rs3758581,"[['CYP2C19', '(PA124)']]",belongs to
rs193922802,"[['caffeine', '(PA448710)']]",increased sensitivity to
rs193922802,"[['RYR1', '(PA34896)']]",belongs to
rs118192178,"[['caffeine', '(PA448710)'], ['chlorocresol', '(PA166122627)']]",increased sensitivity to
rs118192178,"[['RYR1', '(PA34896)']]",belongs to
rs118192176,"[['caffeine', '(PA448710)']]",increased sensitivity to
rs118192176,"[['RYR1', '(PA34896)']]",belongs to
"CYP2D6*1, CYP2D6*92","[['CYP2D6', '(PA128)']]",belongs to
"CYP2D6*1, CYP2D6*92, CYP2D6*96","[['bufuralol', '(PA166110256)']]",decreased catalytic activity of
"CYP2D6*1, CYP2D6*92, CYP2D6*96","[['CYP2D6', '(PA128)']]",belongs to
"CYP2D6*1, CYP2D6*10, CYP2D6*2, CYP2D6*87, CYP2D6*90, CYP2D6*91, CYP2D6*93, CYP2D6*94, CYP2D6*95, CYP2D6*97, CYP2D6*98","[['dextromethorphan', '(PA449273)']]",decreased clearance of
"CYP2D6*1, CYP2D6*10, CYP2D6*2, CYP2D6*87, CYP2D6*90, CYP2D6*91, CYP2D6*93, CYP2D6*94, CYP2D6*95, CYP2D6*97, CYP2D6*98","[['CYP2D6', '(PA128)']]",belongs to
"CYP2D6*1, CYP2D6*17","[['bufuralol', '(PA166110256)'], ['dextromethorphan', '(PA449273)']]",decreased clearance of
"CYP2D6*1, CYP2D6*17","[['CYP2D6', '(PA128)']]",belongs to
"CYP2D6*1, CYP2D6*2, CYP2D6*25, CYP2D6*26, CYP2D6*28, CYP2D6*32, CYP2D6*43, CYP2D6*45, CYP2D6*70, CYP2D6*9","[['n-desmethyltamoxifen', '(PA166127651)']]",decreased clearance of
"CYP2D6*1, CYP2D6*2, CYP2D6*25, CYP2D6*26, CYP2D6*28, CYP2D6*32, CYP2D6*43, CYP2D6*45, CYP2D6*70, CYP2D6*9","[['CYP2D6', '(PA128)']]",belongs to
rs28371725,"[['CYP2D6', '(PA128)']]",belongs to
rs118192167,"[['caffeine', '(PA448710)']]",increased sensitivity to
rs118192167,"[['RYR1', '(PA34896)']]",belongs to
rs118192167,"[['calcium', '(PA164712582)']]",increased steady-state level of
rs118192167,"[['RYR1', '(PA34896)']]",belongs to
CYP2D6 poor metabolizers,"[['doxepin', '(PA449409)']]",decreased metabolism of
CYP2D6 poor metabolizers,"[['CYP2D6', '(PA128)']]",belongs to
rs193922818,"[['caffeine', '(PA448710)'], ['chlorocresol', '(PA166122627)']]",increased sensitivity to
rs193922818,"[['RYR1', '(PA34896)']]",belongs to
rs118192178,"[['caffeine', '(PA448710)'], ['chlorocresol', '(PA166122627)']]",increased sensitivity to
rs118192178,"[['RYR1', '(PA34896)']]",belongs to
rs35599367,"[['CYP3A4', '(PA130)']]",belongs to
rs12817819,"[['ATP2B1', '(PA25107)']]",belongs to
rs118204423,"[['caffeine', '(PA448710)'], ['chlorocresol', '(PA166122627)'], ['halothane', '(PA449845)']]",increased sensitivity to
rs118204423,"[['RYR1', '(PA34896)']]",belongs to
rs121918594,"[['caffeine', '(PA448710)'], ['chlorocresol', '(PA166122627)'], ['halothane', '(PA449845)']]",increased sensitivity to
rs121918594,"[['RYR1', '(PA34896)']]",belongs to
rs193922878,"[['caffeine', '(PA448710)']]",increased sensitivity to
rs193922878,"[['RYR1', '(PA34896)']]",belongs to
rs118192161,"[['caffeine', '(PA448710)']]",increased sensitivity to
rs118192161,"[['RYR1', '(PA34896)']]",belongs to
rs368234815,"[['IFNL4', '(PA166049147)']]",belongs to
CYP2D6 poor metabolizers,"[['atomoxetine', '(PA134688071)']]",decreased clearance of
CYP2D6 poor metabolizers,"[['CYP2D6', '(PA128)']]",belongs to
rs4386686,"[['endoxifen', '(PA166124478)']]",increased sensitivity to
"CYP2D6*1, CYP2D6*89, CYP2D6*98","[['CYP2D6', '(PA128)']]",belongs to
"CYP2D6*1, CYP2D6*10, CYP2D6*2, CYP2D6*87, CYP2D6*88, CYP2D6*90, CYP2D6*91, CYP2D6*93, CYP2D6*95, CYP2D6*97","[['atomoxetine', '(PA134688071)']]",decreased clearance of
"CYP2D6*1, CYP2D6*10, CYP2D6*2, CYP2D6*87, CYP2D6*88, CYP2D6*90, CYP2D6*91, CYP2D6*93, CYP2D6*95, CYP2D6*97","[['CYP2D6', '(PA128)']]",belongs to
"CYP2D6*1, CYP2D6*94","[['atomoxetine', '(PA134688071)']]",increased clearance of
"CYP2D6*1, CYP2D6*94","[['CYP2D6', '(PA128)']]",belongs to
"CYP2D6*1, CYP2D6*10, CYP2D6*2, CYP2D6*87, CYP2D6*88, CYP2D6*89, CYP2D6*90, CYP2D6*91, CYP2D6*93, CYP2D6*94, CYP2D6*95, CYP2D6*97, CYP2D6*98","[['bufuralol', '(PA166110256)']]",decreased clearance of
"CYP2D6*1, CYP2D6*10, CYP2D6*2, CYP2D6*87, CYP2D6*88, CYP2D6*89, CYP2D6*90, CYP2D6*91, CYP2D6*93, CYP2D6*94, CYP2D6*95, CYP2D6*97, CYP2D6*98","[['CYP2D6', '(PA128)']]",belongs to
rs193922753,"[['caffeine', '(PA448710)']]",increased sensitivity to
rs193922753,"[['RYR1', '(PA34896)']]",belongs to
rs193922809,"[['caffeine', '(PA448710)']]",increased sensitivity to
rs193922809,"[['RYR1', '(PA34896)']]",belongs to
rs193922816,"[['caffeine', '(PA448710)']]",increased sensitivity to
rs193922816,"[['RYR1', '(PA34896)']]",belongs to
rs118192122,"[['caffeine', '(PA448710)']]",increased sensitivity to
rs118192122,"[['RYR1', '(PA34896)']]",belongs to
rs118192167,"[['caffeine', '(PA448710)']]",increased sensitivity to
rs118192167,"[['RYR1', '(PA34896)']]",belongs to
rs193922747,"[['caffeine', '(PA448710)'], ['halothane', '(PA449845)']]",increased sensitivity to
rs193922747,"[['RYR1', '(PA34896)']]",belongs to
rs118192161,"[['caffeine', '(PA448710)'], ['halothane', '(PA449845)']]",increased sensitivity to
rs118192161,"[['RYR1', '(PA34896)']]",belongs to
rs121918592,"[['caffeine', '(PA448710)'], ['halothane', '(PA449845)']]",increased sensitivity to
rs121918592,"[['RYR1', '(PA34896)']]",belongs to
rs193922770,"[['caffeine', '(PA448710)'], ['halothane', '(PA449845)']]",increased sensitivity to
rs193922770,"[['RYR1', '(PA34896)']]",belongs to
rs118192172,"[['caffeine', '(PA448710)'], ['halothane', '(PA449845)']]",increased sensitivity to
rs118192172,"[['RYR1', '(PA34896)']]",belongs to
rs193922772,"[['caffeine', '(PA448710)'], ['halothane', '(PA449845)']]",increased sensitivity to
rs193922772,"[['RYR1', '(PA34896)']]",belongs to
rs28933397,"[['caffeine', '(PA448710)'], ['halothane', '(PA449845)']]",sensitivity to
rs28933397,"[['RYR1', '(PA34896)']]",belongs to
rs118192177,"[['caffeine', '(PA448710)'], ['halothane', '(PA449845)']]",sensitivity to
rs118192177,"[['RYR1', '(PA34896)']]",belongs to
rs118192176,"[['caffeine', '(PA448710)'], ['halothane', '(PA449845)']]",sensitivity to
rs118192176,"[['RYR1', '(PA34896)']]",belongs to
rs118192175,"[['caffeine', '(PA448710)'], ['halothane', '(PA449845)']]",sensitivity to
rs118192175,"[['RYR1', '(PA34896)']]",belongs to
rs193922772,"[['caffeine', '(PA448710)'], ['halothane', '(PA449845)']]",sensitivity to
rs193922772,"[['RYR1', '(PA34896)']]",belongs to
rs118192172,"[['caffeine', '(PA448710)'], ['halothane', '(PA449845)']]",sensitivity to
rs118192172,"[['RYR1', '(PA34896)']]",belongs to
rs193922770,"[['caffeine', '(PA448710)'], ['halothane', '(PA449845)']]",sensitivity to
rs193922770,"[['RYR1', '(PA34896)']]",belongs to
rs121918592,"[['caffeine', '(PA448710)'], ['halothane', '(PA449845)']]",sensitivity to
rs121918592,"[['RYR1', '(PA34896)']]",belongs to
rs118192161,"[['caffeine', '(PA448710)'], ['halothane', '(PA449845)']]",sensitivity to
rs118192161,"[['RYR1', '(PA34896)']]",belongs to
rs193922747,"[['caffeine', '(PA448710)'], ['halothane', '(PA449845)']]",sensitivity to
rs193922747,"[['RYR1', '(PA34896)']]",belongs to
rs7311358,"[['paclitaxel', '(PA450761)']]",decreased transport of
rs7311358,"[['SLCO1B3', '(PA35844)']]",belongs to
ADH1B,"[['ethanol', '(PA448073)']]",increased enzyme activity of
ADH1B,"[['ADH1B', '(PA24571)']]",belongs to
"CYP2C19*1, CYP2C19*8","[['mephenytoin', '(PA450373)'], ['tolbutamide', '(PA451718)']]",decreased activity of
"CYP2C19*1, CYP2C19*8","[['CYP2C19', '(PA124)']]",belongs to
"CYP2D6*1, CYP2D6*92, CYP2D6*96","[['atomoxetine', '(PA134688071)']]",decreased activity of
"CYP2D6*1, CYP2D6*92, CYP2D6*96","[['CYP2D6', '(PA128)']]",belongs to
rs554405994,"[['NUDT15', '(PA134963132)']]",belongs to
rs186364861,"[['NUDT15', '(PA134963132)']]",belongs to
rs116855232,"[['NUDT15', '(PA134963132)']]",belongs to
rs147390019,"[['NUDT15', '(PA134963132)']]",belongs to
"CYP2C19*1, CYP2C19*10","[['mephenytoin', '(PA450373)'], ['omeprazole', '(PA450704)']]",decreased activity of
"CYP2C19*1, CYP2C19*10","[['CYP2C19', '(PA124)']]",belongs to
"CYP2C19*1, CYP2C19*10","[['omeprazole', '(PA450704)']]",decreased clearance of
"CYP2C19*1, CYP2C19*10","[['CYP2C19', '(PA124)']]",belongs to
rs1800629,"[['adalimumab', '(PA10004)']]",decreased steady-state level of
rs1800629,"[['TNF', '(PA435)']]",belongs to
rs114096998,"[['DPYD', '(PA145)']]",belongs to
rs760663364,"[['DPYD', '(PA145)']]",belongs to
rs780025995,"[['DPYD', '(PA145)']]",belongs to
"CYP2D6*1, CYP2D6*2","[['tamoxifen', '(PA451581)']]",decreased activity of
"CYP2D6*1, CYP2D6*2","[['CYP2D6', '(PA128)']]",belongs to
"CYP2D6*1, CYP2D6*54","[['bufuralol', '(PA166110256)'], ['dextromethorphan', '(PA449273)']]",decreased enzyme activity of
"CYP2D6*1, CYP2D6*54","[['CYP2D6', '(PA128)']]",belongs to
"CYP2D6*1, CYP2D6*55","[['bufuralol', '(PA166110256)'], ['dextromethorphan', '(PA449273)']]",decreased enzyme activity of
"CYP2D6*1, CYP2D6*55","[['CYP2D6', '(PA128)']]",belongs to
"CYP2D6*1, CYP2D6*57","[['bufuralol', '(PA166110256)'], ['dextromethorphan', '(PA449273)']]",decreased enzyme activity of
"CYP2D6*1, CYP2D6*57","[['CYP2D6', '(PA128)']]",belongs to
"CYP2D6*2, CYP2D6*29","[['bufuralol', '(PA166110256)'], ['dextromethorphan', '(PA449273)']]",decreased catalytic activity of
"CYP2D6*2, CYP2D6*29","[['CYP2D6', '(PA128)']]",belongs to
"CYP2D6*1, CYP2D6*49","[['dextromethorphan', '(PA449273)']]",decreased catalytic activity of
"CYP2D6*1, CYP2D6*49","[['CYP2D6', '(PA128)']]",belongs to
"CYP2D6*1, CYP2D6*10, CYP2D6*49","[['dextromethorphan', '(PA449273)']]",decreased enzyme activity of
"CYP2D6*1, CYP2D6*10, CYP2D6*49","[['CYP2D6', '(PA128)']]",belongs to
"CYP2D6*1, CYP2D6*72","[['dextromethorphan', '(PA449273)']]",decreased catalytic activity of
"CYP2D6*1, CYP2D6*72","[['CYP2D6', '(PA128)']]",belongs to
"CYP2D6*1, CYP2D6*10","[['dextromethorphan', '(PA449273)']]",decreased enzyme activity of
"CYP2D6*1, CYP2D6*10","[['CYP2D6', '(PA128)']]",belongs to
rs118192124,"[['chlorocresol', '(PA166122627)']]",increased sensitivity to
rs118192124,"[['RYR1', '(PA34896)']]",belongs to
"CYP2C19*1, CYP2C19*5","[['CYP2C19', '(PA124)']]",belongs to
rs1800629,"[['TNF', '(PA435)']]",belongs to
"CYP2C19*1, CYP2C19*16","[['CYP2C19', '(PA124)']]",belongs to
rs748639205,"[['DPYD', '(PA145)']]",belongs to
rs5744247,"[['IL18', '(PA29802)']]",belongs to
"CYP2C19*1, CYP2C19*2","[['CYP2C19', '(PA124)']]",belongs to
"CYP2D6*1, CYP2D6*10","[['bufuralol', '(PA166110256)'], ['dextromethorphan', '(PA449273)']]",decreased enzyme activity of
"CYP2D6*1, CYP2D6*10","[['CYP2D6', '(PA128)']]",belongs to
"CYP2D6*1, CYP2D6*114","[['bufuralol', '(PA166110256)'], ['dextromethorphan', '(PA449273)']]",decreased enzyme activity of
"CYP2D6*1, CYP2D6*114","[['CYP2D6', '(PA128)']]",belongs to
"CYP2D6*1, CYP2D6*18","[['bufuralol', '(PA166110256)'], ['dextromethorphan', '(PA449273)']]",decreased enzyme activity of
"CYP2D6*1, CYP2D6*18","[['CYP2D6', '(PA128)']]",belongs to
"CYP2D6*1, CYP2D6*36","[['bufuralol', '(PA166110256)'], ['dextromethorphan', '(PA449273)']]",decreased enzyme activity of
"CYP2D6*1, CYP2D6*36","[['CYP2D6', '(PA128)']]",belongs to
"CYP2D6*1, CYP2D6*47","[['bufuralol', '(PA166110256)'], ['dextromethorphan', '(PA449273)']]",decreased enzyme activity of
"CYP2D6*1, CYP2D6*47","[['CYP2D6', '(PA128)']]",belongs to
"CYP2D6*1, CYP2D6*49","[['bufuralol', '(PA166110256)'], ['dextromethorphan', '(PA449273)']]",decreased enzyme activity of
"CYP2D6*1, CYP2D6*49","[['CYP2D6', '(PA128)']]",belongs to
"CYP2D6*1, CYP2D6*50","[['bufuralol', '(PA166110256)'], ['dextromethorphan', '(PA449273)']]",decreased enzyme activity of
"CYP2D6*1, CYP2D6*50","[['CYP2D6', '(PA128)']]",belongs to
rs7089580,"[['CYP2C9', '(PA126)']]",belongs to
"TPMT*1, TPMT*38","[['TPMT', '(PA356)']]",belongs to
rs1801131,"[['gemcitabine', '(PA449748)']]",increased sensitivity to
rs1801131,"[['MTHFR', '(PA245)']]",belongs to
rs12769205,"[['CYP2C19', '(PA124)']]",belongs to
rs114096998,"[['fluorouracil', '(PA128406956)']]",increased activity of
rs114096998,"[['DPYD', '(PA145)']]",belongs to
rs1801268,"[['fluorouracil', '(PA128406956)']]",decreased activity of
rs1801268,"[['DPYD', '(PA145)']]",belongs to
rs61757362,"[['fluorouracil', '(PA128406956)']]",decreased activity of
rs61757362,"[['DPYD', '(PA145)']]",belongs to
rs72547601,"[['fluorouracil', '(PA128406956)']]",decreased activity of
rs72547601,"[['DPYD', '(PA145)']]",belongs to
rs141044036,"[['fluorouracil', '(PA128406956)']]",decreased activity of
rs141044036,"[['DPYD', '(PA145)']]",belongs to
rs67376798,"[['fluorouracil', '(PA128406956)']]",decreased activity of
rs67376798,"[['DPYD', '(PA145)']]",belongs to
rs188052243,"[['fluorouracil', '(PA128406956)']]",decreased activity of
rs188052243,"[['DPYD', '(PA145)']]",belongs to
rs55674432,"[['fluorouracil', '(PA128406956)']]",decreased activity of
rs55674432,"[['DPYD', '(PA145)']]",belongs to
rs60139309,"[['fluorouracil', '(PA128406956)']]",increased activity of
rs60139309,"[['DPYD', '(PA145)']]",belongs to
rs200687447,"[['fluorouracil', '(PA128406956)']]",increased activity of
rs200687447,"[['DPYD', '(PA145)']]",belongs to
rs112766203,"[['fluorouracil', '(PA128406956)']]",decreased activity of
rs112766203,"[['DPYD', '(PA145)']]",belongs to
rs137999090,"[['fluorouracil', '(PA128406956)']]",decreased activity of
rs137999090,"[['DPYD', '(PA145)']]",belongs to
rs145773863,"[['fluorouracil', '(PA128406956)']]",decreased activity of
rs145773863,"[['DPYD', '(PA145)']]",belongs to
rs138616379,"[['fluorouracil', '(PA128406956)']]",decreased activity of
rs138616379,"[['DPYD', '(PA145)']]",belongs to
rs59086055,"[['fluorouracil', '(PA128406956)']]",decreased activity of
rs59086055,"[['DPYD', '(PA145)']]",belongs to
rs111858276,"[['fluorouracil', '(PA128406956)']]",decreased activity of
rs111858276,"[['DPYD', '(PA145)']]",belongs to
rs72549304,"[['fluorouracil', '(PA128406956)']]",decreased activity of
rs72549304,"[['DPYD', '(PA145)']]",belongs to
rs186169810,"[['fluorouracil', '(PA128406956)']]",decreased activity of
rs186169810,"[['DPYD', '(PA145)']]",belongs to
rs143154602,"[['fluorouracil', '(PA128406956)']]",decreased activity of
rs143154602,"[['DPYD', '(PA145)']]",belongs to
rs190577302,"[['fluorouracil', '(PA128406956)']]",decreased activity of
rs190577302,"[['DPYD', '(PA145)']]",belongs to
rs183385770,"[['fluorouracil', '(PA128406956)']]",decreased activity of
rs183385770,"[['DPYD', '(PA145)']]",belongs to
rs183105782,"[['fluorouracil', '(PA128406956)']]",decreased activity of
rs183105782,"[['DPYD', '(PA145)']]",belongs to
rs146356975,"[['fluorouracil', '(PA128406956)']]",decreased activity of
rs146356975,"[['DPYD', '(PA145)']]",belongs to
rs1801266,"[['fluorouracil', '(PA128406956)']]",decreased activity of
rs1801266,"[['DPYD', '(PA145)']]",belongs to
rs72549307,"[['fluorouracil', '(PA128406956)']]",decreased activity of
rs72549307,"[['DPYD', '(PA145)']]",belongs to
rs72549308,"[['fluorouracil', '(PA128406956)']]",decreased activity of
rs72549308,"[['DPYD', '(PA145)']]",belongs to
rs115232898,"[['fluorouracil', '(PA128406956)']]",decreased activity of
rs115232898,"[['DPYD', '(PA145)']]",belongs to
rs2297595,"[['fluorouracil', '(PA128406956)']]",increased activity of
rs2297595,"[['DPYD', '(PA145)']]",belongs to
rs143986398,"[['fluorouracil', '(PA128406956)']]",decreased activity of
rs143986398,"[['DPYD', '(PA145)']]",belongs to
"CYP2D6*1, CYP2D6*18","[['bufuralol', '(PA166110256)']]",decreased catalytic activity of
"CYP2D6*1, CYP2D6*18","[['CYP2D6', '(PA128)']]",belongs to
"CYP2D6*1, CYP2D6*35","[['CYP2D6', '(PA128)']]",belongs to
rs1063320,"[['HLA-G', '(PA35083)']]",belongs to
rs1063320,"[['simvastatin', '(PA451363)']]",increased expression of
rs1063320,"[['HLA-G', '(PA35083)']]",belongs to
"CYP2D6*1, CYP2D6*92","[['CYP2D6', '(PA128)']]",belongs to
rs1799983,"[['NOS3', '(PA254)']]",belongs to
"CYP2D6*1, CYP2D6*51","[['bufuralol', '(PA166110256)'], ['dextromethorphan', '(PA449273)']]",decreased enzyme activity of
"CYP2D6*1, CYP2D6*51","[['CYP2D6', '(PA128)']]",belongs to
CYP2D6*62,"[['propafenone', '(PA451131)']]",decreased catalytic activity of
CYP2D6*62,"[['CYP2D6', '(PA128)']]",belongs to
"SLCO1B1*1A, SLCO1B1*5","[['atorvastatin', '(PA448500)'], ['cerivastatin', '(PA448897)'], ['pravastatin', '(PA451089)']]",decreased uptake of
"SLCO1B1*1A, SLCO1B1*5","[['SLCO1B1', '(PA134865839)']]",belongs to
"SLCO1B1*15, SLCO1B1*1A","[['atorvastatin', '(PA448500)'], ['cerivastatin', '(PA448897)'], ['pravastatin', '(PA451089)']]",decreased uptake of
"SLCO1B1*15, SLCO1B1*1A","[['SLCO1B1', '(PA134865839)']]",belongs to
rs776746,"[['CYP3A5', '(PA131)']]",belongs to
CYP2D6*19,"[['CYP2D6', '(PA128)']]",belongs to
"CYP2D6*1, CYP2D6*2","[['CYP2D6', '(PA128)']]",belongs to
rs34231037,"[['KDR', '(PA30086)']]",belongs to
rs118192124,"[['chlorocresol', '(PA166122627)']]",increased sensitivity to
rs118192124,"[['RYR1', '(PA34896)']]",belongs to
rs1045642,"[['ABCB1', '(PA267)']]",belongs to
rs2032582,"[['ABCB1', '(PA267)']]",belongs to
rs1128503,"[['ABCB1', '(PA267)']]",belongs to
"CYP2C19*1, CYP2C19*16, CYP2C19*22, CYP2C19*24, CYP2C19*5, CYP2C19*6, CYP2C19*8, CYP2C19*9","[['clopidogrel', '(PA449053)'], ['mephenytoin', '(PA450373)']]",decreased catalytic activity of
"CYP2C19*1, CYP2C19*16, CYP2C19*22, CYP2C19*24, CYP2C19*5, CYP2C19*6, CYP2C19*8, CYP2C19*9","[['CYP2C19', '(PA124)']]",belongs to
"CYP2C19*1, CYP2C19*19","[['CYP2C19', '(PA124)']]",belongs to
